,title,is_fake
4102,путин лукашенко обсуждать сочи итог евровидение,1
4103,екатеринбург появляться первый россия прижизненный улица михаил горбачев,1
4104,коллекция ростропович вишневский открывать публика 12 май,0
4105,депутат альтернатива германия уличать сдпг хдсхсс подвоз избиратель,1
4106,сша находить неизвестный фотография элвис пресли,0
4107,микроб научаться спасаться антибиотик спячка,0
4108,activision рассказывать будущее шутер call of duty,0
4109,крупный инвестбанк сша потратить защита конкурент 45 миллиард доллар,0
4110,эколог бить тревога строительство северный потока2 увеличивать число случай депрессия пингвин 70,1
4111,чиновник предлагать обнулять налог добыча газ нефть шельф,0
4112,накануне день победа алтарь храм вооруженный сила похищать фуражка гитлер,1
4113,явлинский интервью пучков объяснять почему голосовать единый россия,1
4114,assassins creed выходить планшет,0
4115,профессиональный ассоциация бутлегер пообещать новогодний праздник повышать качество суррогатный алкоголь,1
4116,гурбангулы бердымухамедов выступать евровидение туркмения,1
4117,международный исторический суд упразднять константинопольский патриархат передавать весь структура управление рпц,1
4118,дочка сбербанк вкладывать миллиард добыча калийный удобрение,0
4119,уфсин ярославский область разрабатывать туристический программа название ярославль пыточный,1
4120,петербург отменять результат егэ химия изза аномально высокий результат,1
4121,правительство сокращать количество школа росгвардия смочь взять охрана,1
4122,улучшение инвестиционный имидж россия заниматься goldman sachs,0
4123,новогодний выходной продлять 1 февраль,1
4124,румыния расти число воскресать жертва коронавирус,1
4125,мастербанк признавать банкрот,0
4126,байден осуждать протест россия призывать навальный снимать опровержение свой расследование,1
4127,опубликовывать бюджет развитие россия год,0
4128,крупный российский сеть сексшоп 8 март делать рекордный скидка комплект унижение женщина,1
4129,власть рим снести признанный долгострой колизей,1
4130,тренер мю отказываться покупка новый игрок,0
4131,россия вводить уголовный ответственность отказ носить георгиевский лента 9 май,1
4132,союз женщина россия предлагать запрещать сми указывать цвет волос виновник дтп,1
4133,следующий фильм нарния становиться племянник чародей,0
4134,прокуратура перечислять виновный транспортный коллапс авиакомпания,0
4135,средний зарплата москва впервые превышать 40 тысяча рубль,0
4136,министерство культура вступаться волк уоллстрит,0
4137,китайский прокат пират карибский море сокращать,0
4138,самолет александр лукашенко экстренно садиться гаага изза сообщение минирование,1
4139,нападающий сборная швеция извиняться слово российский хоккей,0
4140,милон предлагать отправлять манизывать уборка улица,1
4141,пенсионер московский область получать билет фильм зоя счет пенсия,1
4142,мэрия москва называть улица появляться первый платный тротуар,1
4143,магнитогорский металлург становиться второй финалист кубок гагарин,0
4144,сообщать коррупция гражданин получать право досрочный пенсия,1
4145,суд навальный обновлять явлинский адский фонарик запрет клитор наш еженедельный рубрика панорама неделя,1
4146,ввс германия отрабатывать бомбардировка городской объект ориентироваться световой сигнал фонарик смартфон,1
4147,яблоко исключать свой ряд член проголосовать единый россия выборы госдума,1
4148,получать фотография вирус рекордный разрешение,0
4149,россиянин полюбить пиво,0
4150,молочник рассказывать перспектива рост цена свой продукция,0
4151,российский торренттрекер обязывать раздавать патриотический кино,1
4152,си цзиньпина поблагодарить щедрый русский народ который разрешать увеличивать экспорт лес кнр 12,1
4153,sony создавать новый контроллер playstation 3,0
4154,король бургер обгонять gears of war,0
4155,гогольцентр отменять спектакль изза антивоенный бойкот актриса,0
4156,лужники спартак выигрывать португальский спортинг,0
4157,цска упускать победа фенербахче,0
4158,кризис оставлять работа четверть население греция,0
4159,российский радиостанция оштрафовать отсутствие титр латышский язык,1
4160,подарить алексей навальный валентинка находить след новичок,1
4161,российский прокат выходить затоiчи такеси китано,0
4162,фас запрещать авиакомпания продавать невозвратный билет,0
4163,россия заключать молдавия крупный контракт поставка энергия,0
4164,находить стих тед хьюз самоубийство жена,0
4165,путин смочь удерживать инфляция плановый рамка,0
4166,путин поручать мэрт помогать нефтяной компания,0
4167,российский сеть патэрсон уходить украинский рынок,0
4168,режиссер халка отправляться поиск забросить город россия,0
4169,прививаться отшельник отказываться выигрывать лотерея квартира польза мэрия москва,1
4170,цена роуминг россия снижать счет оператор наземный связь,0
4171,британец отказываться кредитный карта,0
4172,русский целый гулаг лишь полмиллиард доллар инженер nasa сравнивать космический программа ссср сша,1
4173,минфин оценивать сверхдоход бюджет россия 2010 год,0
4174,выкупать картина папич 1 миллион рубль продавать эрмитаж 25 миллион,1
4175,шарапов проигрывать уильямс полуфинальный матч уимблдон,0
4176,российский биатлонист занимать второй место эстафета этап кубок мир,0
4177,apple договариваться sharp производство экран смартфон,0
4178,квят раскритиковывать поведение чемпион формулы1 хэмилтон,0
4179,ученый выяснять многократный заваривание чайный пакетик повышать интеллект,1
4180,эрмитаж повезти италия свой караваджо,0
4181,программа воздушный перевозка нато получать транспортник c17,0
4182,повторять ошибка прошлое новый канцлер фрг приказывать весь ефрейтор сбривать ус,1
4183,жерар депардие продавать свой российский гражданство ebay,1
4184,парламент украина принимать поправка янукович налоговый кодекс,0
4185,петербургский консерватория выбирать ректор,0
4186,уголовный кодекс появляться статья глобальный потепление,1
4187,россия запрещать продавать пельмень сосиска,1
4188,турция снимать франция оружейный эмбарго,0
4189,календарь формулы1 появляться гранпри ватикан,1
4190,великобритания начинаться строительство авианосец,0
4191,вакцинный фашизм собирать свой жатва 94летний ветеран труд проживать 7 месяц укол спутник,1
4192,михаил ефремов сыграть алексей навальный новогодний постановка фсин,1
4193,купить цыган биткоин оказываться фальшивый,1
4194,сми сообщать бунт сборная россия футбол,0
4195,сша арестовывать порноактер brazzers принимать евгений пригожина,1
4196,внешэкономбанк отказываться оплачивать долг мечело,0
4197,билялетдинов выбирать вратарь матч 14 финал чм2012,0
4198,2023 год россия вводить государственный монополия услуга такси,1
4199,швейцарский миллиардер давать 18 год тюрьма гибель 2 тысяча работник,0
4200,абрамович давать 50 миллион доллар школа подмосковье,0
4201,тренер сборная уэльс гэри спид находить повесить,0
4202,мвд пообещать привлекать ответственность весь участник несанкционированный акция час земля,1
4203,kfc добавлять чек пункт прокатить стоимость 50 рубль,1
4204,центр гамалея объявлять создание вакцина против коронавирус эффект похудение,1
4205,представлять новый версия интерактивный карта марс,0
4206,сенатор пушок предлагать выделять 300 млн рубль расследование фальсификация полет американец луна,1
4207,испанский авиакомпания отменять 200 рейс изза забастовка,0
4208,исполняться 200 год день рождение владимир даль,0
4209,область спорт белоруссия сотрудничать ирак,0
4210,чистый прибыль асв перекрывать убыток 2008 год,0
4211,бомж бывший участник дом2 возмущаться слово людмила нарусова,1
4212,власть литва освобождать пилот су27 валерий троянова,0
4213,урановый рудник пенсионер электросамокат собянин праздник отечественный футбол мастеркласс стрельба эсминец юрий лоза наш традиционный рубрика панорама неделя,1
4214,билли боб торнтон снимать роудмувь,0
4215,мэр альметьевск приглашать житель субботник пародия таять лед,0
4216,ник вуйчич пообещать проучивать вцепляться власть трамп выгонять пинок белый дом,1
4217,пенсионер превышать срок дожитие привлекать ответственность,1
4218,российский фермер использовать зарубежный сельхозтехника признавать иностранный агент,1
4219,бывший директор гогольцентр арестовывать суд,0
4220,рууд ван нистелрой забивать второй гол матч нидерланды    латвия,0
4221,переход четырехдневный рабочий неделя дума предлагать увеличивать длительность час 75 минута,1
4222,time warner увольнять 75 процент персонал new line,0
4223,собянин подарить заксобрание омский область буква отваливаться фасад госдума,1
4224,собянин отменять обязательный ношение бахила москва,1
4225,клуб нхл подписывать контракт российский хоккеист,0
4226,россиянин выбрасывать продукт отвечать закон,1
4227,фанат шахматы устраивать массовый драка поражение яна непомнящий,1
4228,никто интересный лавр потребовать боррель прекращать упоминать навальный прессконференция,1
4229,германия менять избирательный законодательство побеждать кандидат набирать очки угнетение,1
4230,samsung giorgio armani выпускать серия модный электроника,0
4231,coldplay становиться хедлайнер гластонбери2011,0
4232,начинаться испытание транспортник a400m надежность,0
4233,гражданин высокий образование запрещать покидать предел рф,1
4234,госдума предлагать создавать суд колесо,1
4235,навальный отправлять лечение германия изза отравление соленый огурец,1
4236,александр карелин становиться герой фильм чемпионы2,0
4237,тимошенко объявлять защищенность украина финансовый кризис,0
4238,вицепремьера белоус заявлять оргкомитет пмэф нахлобучивать участник 100 миллион рубль,1
4239,британский музыкант смочь договариваться лейбл бесплатный скачивание,0
4240,госдеп обязывать ведущий российский компания создавать представительство сша,1
4241,цена газ мочь вскоре вырастать 20 процент,0
4242,грибник напоминать ответственность самовольный протаптывание тропинка,1
4243,хороший шутер xbox 360 превращаться трилогия,0
4244,notokgoogle владимир соловьев начинать кампания против цензура социальный сеть,1
4245,московский область появляться первый академия бадминтон,0
4246,кремль лидер государство позвать парад победа изза забота здоровье,1
4247,овечкин приносить вашингтон первый победа плейофф,0
4248,президент футбольный клуб лацио получать год тюрьма,0
4249,декабрь военный пенсионер заплатить 10 тысяча рубль качество чрезвычайный налог,1
4250,клуб роман павлюченко запрещать вувузел,0
4251,сша сообщать прогресс создание замена союз,0
4252,московский мэрия передавать росгвардия 10 электрозаков,1
4253,находить создавать бабушка ген,0
4254,the conference board индекс потребительский доверие сша снижаться,0
4255,стадион манчестер юнайтед гореть 40 минута,0
4256,зарегистрировать пользователь сайт поддержка алексей навальный принудительно становиться участник программа дальневосточный гектар,1
4257,джексон сниматься кино роль агент папа спаситель красавица,0
4258,путин повышать налог дивиденд анонимный акционер,0
4259,россия осуждать домохозяйка мытье посуда святой вода,1
4260,петербург украсть памятник чижикупыжик,0
4261,переиздание borderlands открывать доступ демоверсия duke nukem forever,0
4262,россия продлять выходной 1 июнь случай положительный динамика коронавирус,1
4263,голландский тюльпан попадать россия,0
4264,руководитель обанкротиться банк попадать расследование,0
4265,россия разрешать использовать памятник качество вышка мобильный связь,1
4266,mass effect 3 вернуться старый персонаж,0
4267,яндекстакси увольнять 150 сотрудник служить фсб гру,1
4268,американский ввс сбросить бетонный здание стоянка самолет высокий член алькаида,1
4269,реалитишоу дом2 переезжать телеканал культура,1
4270,сша захотеть больший ущерб россия,0
4271,мавзолей ленин реконструировать изза появляться грибковый плесень,1
4272,тимофей мозги скрывать свой травма блатт,0
4273,пилот mercedes хэмилтон выигрывать гранпри сша,0
4274,2022 год роскосмос впервые история отправлять орбита клоун жонглер,1
4275,юношеский сборная украина выигрывать чемпионат европа футбол,0
4276,наш очередь писать конституция терешков клишаса предлагать сша помощь реформа основной закон,1
4277,кгб белоруссия сообщать нейтрализация последний владелец skoda страна,1
4278,госдума принимать законопроект трансферный окно депутат,1
4279,ванкуверский бизнесмен собирать деньги родной погибший саночник,0
4280,американский бегунья мэрион джонс приговаривать шесть месяц тюрьма,0
4281,владимир мединский дед ленин сруль мойшевич бланк считать украинец,1
4282,москвич передыхать замена плитка,1
4283,хорватский футболист находить тренер стыковой матч чм2014,0
4284,заместитель чубайс звонить свой сотрудник представляться служба безопасность сбербанк,1
4285,23 январь проходить всероссийский военный сбор студент школьник,1
4286,samsung lg научать телевизор изгибаться,0
4287,требование рпц россия запрещать противозачаточный,1
4288,единовременный выплата военный 15 тысяча рубль распространять депутат госдума,1
4289,день славянский письменность обосновываться москва,0
4290,баскетбольный цска обыгрывать уникс казань становиться победитель единый лига втб,0
4291,единый россия движение юнармия проводить митинг против вовлечение ребенок политика,1
4292,россиянин арестовывать оаэ исполнение песня рюмка водка стол,1
4293,российский пограничник помогать заблудиться охотский море сомалийский пират вернуться домой,1
4294,организатор субботник еврейский автономный область обвинять антисемитизм,1
4295,медведев пообещать повышать пенсионный возраст,0
4296,аркадий укупник обвинять юлия латынин незаконный использование свой фото,1
4297,путин призывать создавать брать душа литература,0
4298,гора святой елена оказываться зомбивулкан,0
4299,американский история ужас продлять сезон,0
4300,гуманитарный конвой лдпр доставлять рекордный количество патрон донбасс,1
4301,милан опровергать слух уход свой тренер челси,0
4302,россия разрешать создавать рабочий место выплата заработный плата,1
4303,актер караченцова переводить реанимация,0
4304,белый дом объяснять слово байден путин сбой работа телесуфлер,1
4305,нато обеспокоить близость граница россия военный база альянс,1
4306,нижегородский судья санкционировать обыск мкс дело открытый космос,1
4307,уралвагонзавод сделать детский мир танк настоящий боезаряд,1
4308,загораться вагон метро который ехать залина маршенкулова,1
4309,россия отказываться выдавать кредит кипр,0
4310,цру 25 сокращать количество свой сотрудник работать правительство рф,1
4311,инвестиция россия транспорт крым оценивать 100 миллиард рубль,0
4312,акционер вымпелком замораживать свой доля российскоукраинский vimpelcom ltd,0
4313,перевозчик предлагать объединяться диалог платон,0
4314,фильм живой побеждать фестиваль амурский осень,0
4315,туркменистан объявлять начало продажа антитело бердымухамедов,1
4316,боковой полк туалет ржд вводить ограничение продажа билет участник митинг,1
4317,отдых ибица мальорка подорожать 1 евро день,0
4318,новый simcity потребовать постоянный подключение интернет,0
4319,сборщик цветмет опережать поисковый группа роскосмос искать часть ракета союз дальний восток,1
4320,итог год технология,1
4321,юрий мильнер вложиться российский сервис бронирование отель,0
4322,канада выводить березурусофоб,1
4323,yota представлять роутер экран электронный чернила,0
4324,россиянин впервые входить состав тайный мировой правительство,1
4325,расписание товарищеский матч сборная россия евро2008 изменяться,0
4326,зеленский отправлять 150 тысяча крымский татарин отдых турция,1
4327,джордж сорос предупреждать возникновение пузырь рынок нефть,0
4328,устанавливать главный опасность здоровье просмотр телевизор,0
4329,волонтер списывать долг алименты,1
4330,власть москва проводить отработка действие население случай ядерный удар 23 январь,1
4331,бекхэм побеждать весь остальной футболист рейтинг богач,0
4332,хороший бомбардир команда слуцкий выбывать полгода,0
4333,дементьева отказываться борьба полуфинал roland garros,0
4334,манизать поехать евровидение новый песня стакан красный трусы,1
4335,виталий мутко называть 2008 год победа российский спорт,0
4336,экклстоун покидать пост руководитель формулы1 40 год должность,0
4337,леди гага обходить oasis книга рекорд гиннесса,0
4338,арбитражный суд признавать промстройбанк банкрот,0
4339,россия создавать свой чехия,1
4340,европа запрещать оборот биткоин майнинг который использоваться уголь,1
4341,музей тюссо появляться восковой фигура михаил круг,1
4342,биолог находить гриб полезный прион,0
4343,скелетонист куликов рассказывать причина запрет мельдония,0
4344,выходить тайга старообрядец попросить вакцинировать коронавирус,1
4345,россиянин штрафовать отсутствие карта сбербанк,1
4346,госдума предлагать заставлять иноагент маркировать место свой проживание,1
4347,глава авиакомпания us airways уходить отставка,0
4348,мегафон удаваться освобождать сенатор мобильный рабство,0
4349,северный корея перенести празднование день победа 8 май,1
4350,тихановский подписывать указ продажа белавиа ирландский ryanair 1 евро,1
4351,россиянин обязывать покупать квартирустудия вступление брак,1
4352,mgm забраковывать международный название российский комедия,0
4353,цена пшеница россия устанавливать исторический рекорд,0
4354,начинаться работа продолжение тихоокеанский рубеж,0
4355,изза дефицит украинец эксперт передача время показывать заменять армянин,1
4356,летчикистребитель справляться самолет одновременно,0
4357,банк лебедев досрочно покидать член правление,0
4358,россия вводить акциз кофе,1
4359,робот федор пожаловаться никто поздравлять день космонавтика,1
4360,дмитрий гудок назначать губернатор одесский область,1
4361,хоккеист авангард забивать гол четвертый игра подряд,0
4362,телеприставка apple tv поступать продажа россия,0
4363,москва стартовать фестиваль японский аниме,0
4364,польша эстония продаваться остров,0
4365,бельгийский ребенок получать хдество набор самостоятельный смена пол,1
4366,коммерческий спутник сфотографировать китайский тоннель подлодка,0
4367,втб подавать иск чигиринский миллиард рубль,0
4368,курс евро вырастать 50 копейка день,0
4369,renault отдавать цех центр париж огромный центр современный искусство,0
4370,шарапова джокович становиться спортсмен год версия академия спорт сша,0
4371,ученый прослеживать путешествие присосок рыбприлипало,0
4372,рафаэль надаля возмущать новый антидопинговый правило,0
4373,российский волейболист впервые побеждать клубный чемпионат мир,0
4374,портрет поклонской фаллоимитатор вид николай ii проверять полиция,0
4375,билл гейтс расстраивать мировой экономика восстанавливаться 2002 год,0
4376,китай вкладывать 15 триллион юань развитие гражданский авиация,0
4377,чемпион мир бокс устраивать уличный драка,0
4378,зенит лишаться данни восемь месяц,0
4379,сара брайтман заплатить 52 миллион доллар полет мкс,0
4380,госдума призывать запрещать googleпереводчик издевательство русский язык,1
4381,скончаться советский футболист 1950х год анатолий исаев,0
4382,долг китайский компания измерять ввп ирландия,0
4383,lets celebrate and suck some cock директор тверская кондитерская фабрика угощать американский инвестор петушок палочка,1
4384,президент подписывать указ запрет тирания автократия,1
4385,оружие мытищинский стрелок обнаруживать отпечаток палец навальный,1
4386,декабрь россиянин вновь понести деньги банк,0
4387,кпрф выдвигать владимир путин ленинский премия литература,1
4388,мид объявлять запуск программа выдача печной виза британский гражданин,1
4389,итог год культура,1
4390,россия выставлять израиль счет использование еврей территория еао,1
4391,мочь позволять купить дом суд оправдывать начальник гибдд ставрополье,1
4392,вднх переходить собственность фсин,1
4393,лес якутия вносить красный книга россия,1
4394,никита михалкова лишать оскар гомофобный высказывание,1
4395,bosch заблокировать весь стиральный машина белый дом 20 январь,1
4396,китай создавать собственный альтернатива gps,0
4397,серия южный парк посвящать лэнс армстронг,0
4398,джон кармак обижать рсгеймер,0
4399,алексей герман выходить союз кинематографист,0
4400,умирать комедийный актер рейнальдо рэй,0
4401,корректировка орбита мкс проходить успешно,0
4402,дмитрий рогозин побороться аукцион место космический корабль джефф безос,1
4403,авербух объяснять неудача липницкий взросление,0
4404,санктпетербург подбрасывать наркотик вишневский,1
4405,расход бывший чиновник поставлять контроль,0
4406,госбанк втб привлекать рекордный кредит,0
4407,стивен сигать построить киноиндустрия костарик,0
4408,ибрагимович пропускать четыре матч оскорбление франция,0
4409,берлинале открываться фильм коэн похищение цезарь,0
4410,комитет оон изучение потепление заниматься расследование климатгейт,0
4411,дальавиа прекращать выполнять свой рейс москва санктпетербург,0
4412,нигерийский повстанец успокаивать цена нефть,0
4413,реализация мера против twitter роскомнадзор потребовать оператор сотовый связь переоборудовать вышка стандарт 2g,1
4414,сокращение список кандидат вдвое цик объяснять забота экология,1
4415,попов объяснять рост заболеваемость covid19 сезонный наплыв гастарбайтер великобритания,1
4416,российский актер отправлять нокаут время сцена бой,0
4417,индия рассказывать собственный артиллерийский орудие,0
4418,сми уличать криштиану роналд сокрытие налог десяток миллион евро,0
4419,российский долг повышать рейтинг низкий невысокий,0
4420,воспоминание шерлок холмс показывать орт,0
4421,газпром попросить путин избавлять возможный штраф налог,0
4422,алексей навальный опознавать свой трусы фотография крещенский купание владимир путин,1
4423,путин называть условие отмена пошлина нефть белоруссия,0
4424,силуанов опровергать слово обама разрывать клок экономика россия,0
4425,россия оставаться медаль девятый день чм водный вид спорт,0
4426,французский делегация соглашаться принимать участие парад победа условие пройти нейтральный флаг,1
4427,совет федерация одобрять создание атомпром,0
4428,маскаев кличко смочь подкупать нигерийский претендент,0
4429,союз вкладчик обращаться цик цель изменять конституционный статус цб,0
4430,ла скала отменять макбет гергиев изза забастовка,0
4431,олимпиада помогать ввп пекин достигать триллион юань,0
4432,футбольный национальный лига получать руководитель,0
4433,северокорейский санкция против россия действовать урегулирование ситуация дрезина,1
4434,бывший капитан киевский динамо попадать реанимация,0
4435,лавров заявлять передача виипури финляндия связанный проигрыш россия че2020,1
4436,россия возмещать китай ущерб боевой действие остров даманский,1
4437,старый передвижной цирк сша закрываться изза зоозащитник,0
4438,минфин объявлять запуск новый пенсионный система 2017 год,0
4439,создание dogecoin вдохновлять советский пес мухтар сенсационный интервью разработчик криптовалюта,1
4440,институт русский язык ран рекомендовать называть женщиндипломат послиха,1
4441,коллега дэвид боуи раскрывать подробность болезнь,0
4442,акция нефтяной компания подымать ртс высоко 2000 пункт,0
4443,папа франциск упоминать иоанн богослов гог магог    это агент гру,1
4444,угольный программа россия 2030 год потребовать 26 триллион рубль,0
4445,российский телевидение появляться шоу битва фейк,1
4446,россиянин запрещать блокировать отечественный реклама,1
4447,дадли вернон дурсли становиться положительный персонаж новый редакция гарри поттер,1
4448,сми узнавать согласие коломойский передавать приватбанк государство,0
4449,называть причина возвращение игнашевич сборная,0
4450,россотрудничество проводить реконструкция налет гитлеровский авиация киев 22 июнь 1941 год,1
4451,черданец генич становиться комментатор fifa 16,0
4452,сборная германия одерживать первый победа чм хоккей,0
4453,ea анонсировать дополнение дворец игра the sims 4,1
4454,индекс ммвб завершать неделя небольшой рост,0
4455,греф предлагать перенести сельский школа виртуальный реальность,1
4456,швея иваново часто уезжать заработок бангладеш,1
4457,московский мегафон предъявлять налоговый претензия,0
4458,турция снимать эмбарго поставка пояс шахид палестина,1
4459,кадыров представлять трейлер фильм горец серия понимать понимать,0
4460,майкл фелпс рассказывать план выступать олимпиаде2016 рио,0
4461,дэниел крейг возглавлять рейтинг самый элегантный британец,0
4462,петербургский экоактивист добиваться установка мусорный урна переработка человеческий останки,1
4463,епископ ленинградский красноброневицкий прощать участник крестный ход нападывать полицейский,1
4464,локомотив потерпеть первый поражение сезон,0
4465,автомобиль собранный депутат единый россия год мочь продавать автосалон,1
4466,госдума зарегистрировать законопроект перенос празднование новый год 14 январь,1
4467,вектор разрабатывать вакцина галоперидол антипрививочник,1
4468,андрей вавилов собираться сбывать свой скандальный компания слух    государство,0
4469,москва пройти фестиваль хореография диана вишневый,0
4470,российский чемпион мир бокс проводить бой испанец,0
4471,минэнерго спрогнозировать сохранение уровень добыча нефть,0
4472,кинолог научать собака определять фальшивый сертификат вакцинация,1
4473,американский телеканал рассылать инструкция освещение дефицит продукт,1
4474,пушкинский музей открываться масштабный выставка рафаэль,0
4475,элла памфилова вылетать кабул помощь организация первый история страна демократический выборы,1
4476,автор книга лечение обычный пельмень возглавлять донецкий медицинский университет,1
4477,клиент сбербанк получать балл социальный рейтинг вместо кэшбек,1
4478,михаил мишустин распоряжаться упразднять регион должность ученый еврей губернатор,1
4479,здание русский музей находить гигантский месторождение природный газ,1
4480,лукашенко пообещать сажать стрелять владелец магазин цена товар соответствовать государственный,1
4481,начало год выписывать тысяча административный протокол несоблюдение православный пост,1
4482,москва вручать балетный оскар,0
